"id","sku","name","price","stock","category_id"
"1354","SKU-1354","Item 1354","498.55","7","26"
"1355","SKU-1355","Item 1355","182.54","95","4"
"1356","SKU-1356","Item 1356","649.68","80","5"
"1357","SKU-1357","Item 1357","634.40","54","29"
"1358","SKU-1358","Item 1358","450.85","39","45"
"1359","SKU-1359","Item 1359","219.50","73","15"
"1360","SKU-1360","Item 1360","107.19","10","10"
"1361","SKU-1361","Item 1361","666.27","89","37"
"1362","SKU-1362","Item 1362","910.23","76","6"
"1363","SKU-1363","Item 1363","27.12","41","26"
"1364","SKU-1364","Item 1364","347.94","10","48"
"1365","SKU-1365","Item 1365","128.54","70","14"
"1366","SKU-1366","Item 1366","392.69","64","21"
"1367","SKU-1367","Item 1367","136.64","34","19"
"1368","SKU-1368","Item 1368","952.51","100","34"
"1369","SKU-1369","Item 1369","265.13","59","36"
"1370","SKU-1370","Item 1370","217.86","97","26"
"1371","SKU-1371","Item 1371","160.85","24","5"
"1372","SKU-1372","Item 1372","66.36","40","8"
"1373","SKU-1373","Item 1373","775.08","47","28"
"1374","SKU-1374","Item 1374","578.87","99","10"
"1375","SKU-1375","Item 1375","170.80","91","31"
"1376","SKU-1376","Item 1376","224.38","46","19"
"1377","SKU-1377","Item 1377","386.02","64","8"
"1378","SKU-1378","Item 1378","236.03","76","13"
"1379","SKU-1379","Item 1379","985.96","52","41"
"1380","SKU-1380","Item 1380","836.36","30","17"
"1381","SKU-1381","Item 1381","703.68","44","40"
"1382","SKU-1382","Item 1382","315.92","88","17"
"1383","SKU-1383","Item 1383","72.41","40","36"
"1384","SKU-1384","Item 1384","123.74","64","43"
"1385","SKU-1385","Item 1385","944.52","12","24"
"1386","SKU-1386","Item 1386","142.36","41","11"
"1387","SKU-1387","Item 1387","916.05","8","36"
"1388","SKU-1388","Item 1388","292.62","51","7"
"1389","SKU-1389","Item 1389","242.16","61","49"
"1390","SKU-1390","Item 1390","302.15","4","10"
"1391","SKU-1391","Item 1391","394.79","39","41"
"1392","SKU-1392","Item 1392","310.54","64","33"
"1393","SKU-1393","Item 1393","467.86","45","20"
"1394","SKU-1394","Item 1394","663.22","19","4"
"1395","SKU-1395","Item 1395","216.94","78","1"
"1396","SKU-1396","Item 1396","422.33","47","12"
"1397","SKU-1397","Item 1397","223.31","59","31"
"1398","SKU-1398","Item 1398","966.26","71","46"
"1399","SKU-1399","Item 1399","465.02","11","31"
"1400","SKU-1400","Item 1400","916.77","30","29"
"1401","SKU-1401","Item 1401","388.33","96","10"
"1402","SKU-1402","Item 1402","278.33","20","18"
"1403","SKU-1403","Item 1403","595.41","32","49"
"1404","SKU-1404","Item 1404","981.29","29","16"
"1405","SKU-1405","Item 1405","306.71","87","13"
"1406","SKU-1406","Item 1406","223.68","98","24"
"1407","SKU-1407","Item 1407","48.50","63","21"
"1408","SKU-1408","Item 1408","92.08","66","1"
"1409","SKU-1409","Item 1409","147.76","43","9"
"1410","SKU-1410","Item 1410","503.46","4","29"
"1411","SKU-1411","Item 1411","110.85","54","36"
"1412","SKU-1412","Item 1412","761.61","33","18"
"1413","SKU-1413","Item 1413","295.73","47","23"
"1414","SKU-1414","Item 1414","829.45","75","3"
"1415","SKU-1415","Item 1415","812.30","31","50"
"1416","SKU-1416","Item 1416","554.49","26","29"
"1417","SKU-1417","Item 1417","470.90","60","9"
"1418","SKU-1418","Item 1418","220.81","78","48"
"1419","SKU-1419","Item 1419","907.40","98","49"
"1420","SKU-1420","Item 1420","281.31","11","19"
"1421","SKU-1421","Item 1421","376.12","18","32"
"1422","SKU-1422","Item 1422","529.93","100","32"
"1423","SKU-1423","Item 1423","948.94","30","10"
"1424","SKU-1424","Item 1424","947.77","27","2"
"1425","SKU-1425","Item 1425","162.75","64","23"
"1426","SKU-1426","Item 1426","453.78","50","16"
"1427","SKU-1427","Item 1427","839.15","83","6"
"1428","SKU-1428","Item 1428","577.80","77","22"
"1429","SKU-1429","Item 1429","318.72","35","37"
"1430","SKU-1430","Item 1430","428.49","37","15"
"1431","SKU-1431","Item 1431","765.60","80","29"
"1432","SKU-1432","Item 1432","531.95","86","47"
"1433","SKU-1433","Item 1433","109.18","48","10"
"1434","SKU-1434","Item 1434","229.24","31","23"
"1435","SKU-1435","Item 1435","772.79","73","24"
"1436","SKU-1436","Item 1436","239.01","18","4"
"1437","SKU-1437","Item 1437","645.48","63","36"
"1438","SKU-1438","Item 1438","610.28","76","37"
"1439","SKU-1439","Item 1439","424.17","4","19"
"1440","SKU-1440","Item 1440","175.14","60","9"
"1441","SKU-1441","Item 1441","694.68","31","31"
"1442","SKU-1442","Item 1442","133.28","64","14"
"1443","SKU-1443","Item 1443","875.43","49","18"
"1444","SKU-1444","Item 1444","41.43","54","26"
"1445","SKU-1445","Item 1445","122.08","22","47"
"1446","SKU-1446","Item 1446","625.32","99","32"
"1447","SKU-1447","Item 1447","11.36","20","11"
"1448","SKU-1448","Item 1448","547.10","19","7"
"1449","SKU-1449","Item 1449","366.44","3","12"
"1450","SKU-1450","Item 1450","820.63","77","30"
"1451","SKU-1451","Item 1451","474.72","73","35"
"1452","SKU-1452","Item 1452","800.78","91","13"
"1453","SKU-1453","Item 1453","668.87","68","46"
"1454","SKU-1454","Item 1454","634.09","8","35"
"1455","SKU-1455","Item 1455","389.53","96","44"
"1456","SKU-1456","Item 1456","105.43","37","48"
"1457","SKU-1457","Item 1457","318.09","79","23"
"1458","SKU-1458","Item 1458","625.91","28","47"
"1459","SKU-1459","Item 1459","999.58","57","40"
"1460","SKU-1460","Item 1460","676.68","43","13"
"1461","SKU-1461","Item 1461","955.19","39","10"
"1462","SKU-1462","Item 1462","22.76","39","19"
"1463","SKU-1463","Item 1463","396.08","27","17"
"1464","SKU-1464","Item 1464","212.56","64","1"
"1465","SKU-1465","Item 1465","670.50","3","18"
"1466","SKU-1466","Item 1466","566.80","59","42"
"1467","SKU-1467","Item 1467","118.58","51","15"
"1468","SKU-1468","Item 1468","258.31","23","40"
"1469","SKU-1469","Item 1469","461.11","35","31"
"1470","SKU-1470","Item 1470","115.48","64","8"
"1471","SKU-1471","Item 1471","392.91","54","1"
"1472","SKU-1472","Item 1472","913.79","28","31"
"1473","SKU-1473","Item 1473","487.68","74","1"
"1474","SKU-1474","Item 1474","60.07","49","24"
"1475","SKU-1475","Item 1475","471.67","88","38"
"1476","SKU-1476","Item 1476","794.41","92","34"
"1477","SKU-1477","Item 1477","617.73","17","5"
"1478","SKU-1478","Item 1478","220.53","34","33"
"1479","SKU-1479","Item 1479","842.34","8","19"
"1480","SKU-1480","Item 1480","203.25","65","45"
"1481","SKU-1481","Item 1481","247.25","51","33"
"1482","SKU-1482","Item 1482","247.46","63","15"
"1483","SKU-1483","Item 1483","635.59","19","38"
"1484","SKU-1484","Item 1484","512.30","64","45"
"1485","SKU-1485","Item 1485","609.75","26","40"
"1486","SKU-1486","Item 1486","996.87","80","27"
"1487","SKU-1487","Item 1487","647.38","8","27"
"1488","SKU-1488","Item 1488","219.97","17","46"
"1489","SKU-1489","Item 1489","209.17","78","21"
"1490","SKU-1490","Item 1490","314.85","50","49"
"1491","SKU-1491","Item 1491","57.57","91","7"
"1492","SKU-1492","Item 1492","228.23","60","37"
"1493","SKU-1493","Item 1493","445.76","41","15"
"1494","SKU-1494","Item 1494","30.16","19","15"
"1495","SKU-1495","Item 1495","269.32","55","26"
"1496","SKU-1496","Item 1496","279.68","19","24"
"1497","SKU-1497","Item 1497","589.19","68","7"
"1498","SKU-1498","Item 1498","922.03","51","45"
"1499","SKU-1499","Item 1499","974.27","92","39"
"1500","SKU-1500","Item 1500","794.63","7","28"
"1501","SKU-1501","Item 1501","432.22","89","39"
"1502","SKU-1502","Item 1502","364.26","87","2"
"1503","SKU-1503","Item 1503","811.66","100","46"
"1504","SKU-1504","Item 1504","536.10","95","25"
"1505","SKU-1505","Item 1505","815.02","46","13"
"1506","SKU-1506","Item 1506","210.51","94","41"
"1507","SKU-1507","Item 1507","437.17","12","47"
"1508","SKU-1508","Item 1508","641.91","74","11"
"1509","SKU-1509","Item 1509","157.91","30","14"
"1510","SKU-1510","Item 1510","540.56","20","6"
"1511","SKU-1511","Item 1511","458.54","40","21"
"1512","SKU-1512","Item 1512","820.49","93","34"
"1513","SKU-1513","Item 1513","146.21","36","37"
"1514","SKU-1514","Item 1514","542.82","36","4"
"1515","SKU-1515","Item 1515","712.35","92","21"
"1516","SKU-1516","Item 1516","543.43","61","26"
"1517","SKU-1517","Item 1517","478.32","10","7"
"1518","SKU-1518","Item 1518","964.55","69","6"
"1519","SKU-1519","Item 1519","265.19","32","38"
"1520","SKU-1520","Item 1520","221.19","69","27"
"1521","SKU-1521","Item 1521","184.46","66","5"
"1522","SKU-1522","Item 1522","677.60","19","34"
"1523","SKU-1523","Item 1523","560.35","100","12"
"1524","SKU-1524","Item 1524","387.23","40","41"
"1525","SKU-1525","Item 1525","131.03","86","7"
"1526","SKU-1526","Item 1526","697.52","3","1"
"1527","SKU-1527","Item 1527","964.89","30","43"
"1528","SKU-1528","Item 1528","310.20","76","33"
"1529","SKU-1529","Item 1529","325.03","46","33"
"1530","SKU-1530","Item 1530","70.48","6","18"
"1531","SKU-1531","Item 1531","721.69","52","41"
"1532","SKU-1532","Item 1532","727.71","54","31"
"1533","SKU-1533","Item 1533","216.64","63","14"
"1534","SKU-1534","Item 1534","736.65","5","18"
"1535","SKU-1535","Item 1535","983.79","93","18"
"1536","SKU-1536","Item 1536","655.37","9","44"
"1537","SKU-1537","Item 1537","707.97","27","25"
"1538","SKU-1538","Item 1538","571.76","67","17"
"1539","SKU-1539","Item 1539","288.12","28","3"
"1540","SKU-1540","Item 1540","362.15","83","8"
"1541","SKU-1541","Item 1541","447.74","43","23"
"1542","SKU-1542","Item 1542","712.12","66","40"
"1543","SKU-1543","Item 1543","80.67","99","23"
"1544","SKU-1544","Item 1544","848.56","80","40"
"1545","SKU-1545","Item 1545","617.70","91","9"
"1546","SKU-1546","Item 1546","865.32","17","39"
"1547","SKU-1547","Item 1547","684.55","25","42"
"1548","SKU-1548","Item 1548","856.80","25","30"
"1549","SKU-1549","Item 1549","232.44","59","40"
"1550","SKU-1550","Item 1550","205.85","62","23"
"1551","SKU-1551","Item 1551","78.43","73","10"
"1552","SKU-1552","Item 1552","881.28","17","34"
"1553","SKU-1553","Item 1553","385.22","22","43"
"1554","SKU-1554","Item 1554","667.13","81","10"
"1555","SKU-1555","Item 1555","742.70","57","31"
"1556","SKU-1556","Item 1556","454.09","81","17"
"1557","SKU-1557","Item 1557","232.23","58","10"
"1558","SKU-1558","Item 1558","878.15","8","26"
"1559","SKU-1559","Item 1559","607.53","43","31"
"1560","SKU-1560","Item 1560","132.03","51","35"
"1561","SKU-1561","Item 1561","393.31","92","23"
"1562","SKU-1562","Item 1562","232.72","59","39"
"1563","SKU-1563","Item 1563","864.25","100","28"
"1564","SKU-1564","Item 1564","510.56","68","36"
"1565","SKU-1565","Item 1565","48.27","51","17"
"1566","SKU-1566","Item 1566","351.26","48","15"
"1567","SKU-1567","Item 1567","423.04","99","16"
"1568","SKU-1568","Item 1568","352.94","26","43"
"1569","SKU-1569","Item 1569","809.97","14","48"
"1570","SKU-1570","Item 1570","79.45","68","8"
"1571","SKU-1571","Item 1571","241.47","44","1"
"1572","SKU-1572","Item 1572","710.41","93","41"
"1573","SKU-1573","Item 1573","829.85","36","20"
"1574","SKU-1574","Item 1574","933.01","96","33"
"1575","SKU-1575","Item 1575","454.83","23","20"
"1576","SKU-1576","Item 1576","636.42","89","6"
"1577","SKU-1577","Item 1577","430.69","68","41"
"1578","SKU-1578","Item 1578","123.84","52","36"
"1579","SKU-1579","Item 1579","142.63","73","24"
"1580","SKU-1580","Item 1580","901.21","28","21"
"1581","SKU-1581","Item 1581","802.00","55","14"
"1582","SKU-1582","Item 1582","672.60","53","32"
"1583","SKU-1583","Item 1583","331.31","85","39"
"1584","SKU-1584","Item 1584","802.01","84","1"
"1585","SKU-1585","Item 1585","776.80","99","16"
"1586","SKU-1586","Item 1586","404.53","29","37"
"1587","SKU-1587","Item 1587","693.40","82","37"
"1588","SKU-1588","Item 1588","538.55","2","31"
"1589","SKU-1589","Item 1589","292.09","64","35"
"1590","SKU-1590","Item 1590","333.84","21","42"
"1591","SKU-1591","Item 1591","622.06","100","25"
"1592","SKU-1592","Item 1592","472.48","36","35"
"1593","SKU-1593","Item 1593","596.12","50","40"
"1594","SKU-1594","Item 1594","966.43","60","27"
"1595","SKU-1595","Item 1595","982.66","8","13"
"1596","SKU-1596","Item 1596","787.22","70","15"
"1597","SKU-1597","Item 1597","916.61","69","24"
"1598","SKU-1598","Item 1598","854.56","39","23"
"1599","SKU-1599","Item 1599","575.42","52","38"
"1600","SKU-1600","Item 1600","79.84","80","3"
"1601","SKU-1601","Item 1601","501.41","44","48"
"1602","SKU-1602","Item 1602","827.24","85","27"
"1603","SKU-1603","Item 1603","627.27","50","10"
"1604","SKU-1604","Item 1604","701.99","16","2"
"1605","SKU-1605","Item 1605","151.94","100","34"
"1606","SKU-1606","Item 1606","196.96","11","4"
"1607","SKU-1607","Item 1607","913.50","49","40"
"1608","SKU-1608","Item 1608","899.08","63","30"
"1609","SKU-1609","Item 1609","401.00","100","47"
"1610","SKU-1610","Item 1610","835.47","43","28"
"1611","SKU-1611","Item 1611","507.80","23","31"
"1612","SKU-1612","Item 1612","906.59","8","15"
"1613","SKU-1613","Item 1613","111.00","1","15"
"1614","SKU-1614","Item 1614","899.30","39","18"
"1615","SKU-1615","Item 1615","876.58","9","44"
"1616","SKU-1616","Item 1616","770.97","46","11"
"1617","SKU-1617","Item 1617","613.15","4","26"
"1618","SKU-1618","Item 1618","372.21","29","23"
"1619","SKU-1619","Item 1619","993.33","96","36"
"1620","SKU-1620","Item 1620","862.00","48","40"
"1621","SKU-1621","Item 1621","552.29","19","9"
"1622","SKU-1622","Item 1622","72.25","70","17"
"1623","SKU-1623","Item 1623","422.91","3","13"
"1624","SKU-1624","Item 1624","863.23","38","28"
"1625","SKU-1625","Item 1625","54.84","59","3"
"1626","SKU-1626","Item 1626","14.06","19","50"
"1627","SKU-1627","Item 1627","958.95","39","28"
"1628","SKU-1628","Item 1628","921.61","26","4"
"1629","SKU-1629","Item 1629","968.79","14","23"
"1630","SKU-1630","Item 1630","22.73","35","17"
"1631","SKU-1631","Item 1631","400.81","88","14"
"1632","SKU-1632","Item 1632","964.63","98","45"
"1633","SKU-1633","Item 1633","984.16","14","42"
"1634","SKU-1634","Item 1634","604.96","54","14"
"1635","SKU-1635","Item 1635","100.26","80","44"
"1636","SKU-1636","Item 1636","878.87","96","28"
"1637","SKU-1637","Item 1637","318.83","92","21"
"1638","SKU-1638","Item 1638","729.33","70","1"
"1639","SKU-1639","Item 1639","413.70","77","45"
"1640","SKU-1640","Item 1640","933.49","3","10"
"1641","SKU-1641","Item 1641","814.06","42","40"
"1642","SKU-1642","Item 1642","926.35","2","22"
"1643","SKU-1643","Item 1643","115.34","20","20"
"1644","SKU-1644","Item 1644","22.91","12","25"
"1645","SKU-1645","Item 1645","830.96","10","34"
"1646","SKU-1646","Item 1646","221.53","41","35"
"1647","SKU-1647","Item 1647","887.55","64","45"
"1648","SKU-1648","Item 1648","528.32","1","22"
"1649","SKU-1649","Item 1649","671.52","50","29"
"1650","SKU-1650","Item 1650","719.58","47","27"
"1651","SKU-1651","Item 1651","351.35","56","28"
"1652","SKU-1652","Item 1652","375.13","28","48"
"1653","SKU-1653","Item 1653","93.48","5","26"
"1654","SKU-1654","Item 1654","633.44","11","12"
"1655","SKU-1655","Item 1655","899.96","50","9"
"1656","SKU-1656","Item 1656","497.71","77","39"
"1657","SKU-1657","Item 1657","622.29","59","5"
"1658","SKU-1658","Item 1658","251.51","23","30"
"1659","SKU-1659","Item 1659","326.61","95","33"
"1660","SKU-1660","Item 1660","846.80","77","26"
"1661","SKU-1661","Item 1661","19.92","30","7"
"1662","SKU-1662","Item 1662","947.93","59","24"
"1663","SKU-1663","Item 1663","917.67","3","17"
"1664","SKU-1664","Item 1664","820.80","10","29"
"1665","SKU-1665","Item 1665","737.75","72","10"
"1666","SKU-1666","Item 1666","249.69","27","8"
"1667","SKU-1667","Item 1667","525.30","60","35"
"1668","SKU-1668","Item 1668","436.80","80","12"
"1669","SKU-1669","Item 1669","437.88","63","18"
"1670","SKU-1670","Item 1670","224.13","6","6"
"1671","SKU-1671","Item 1671","82.96","75","26"
"1672","SKU-1672","Item 1672","446.17","46","40"
"1673","SKU-1673","Item 1673","521.48","32","26"
"1674","SKU-1674","Item 1674","18.58","87","14"
"1675","SKU-1675","Item 1675","922.87","16","47"
"1676","SKU-1676","Item 1676","228.79","21","37"
"1677","SKU-1677","Item 1677","172.42","50","14"
"1678","SKU-1678","Item 1678","727.17","99","36"
"1679","SKU-1679","Item 1679","55.69","46","3"
"1680","SKU-1680","Item 1680","881.73","76","40"
"1681","SKU-1681","Item 1681","230.22","44","33"
"1682","SKU-1682","Item 1682","179.94","92","13"
"1683","SKU-1683","Item 1683","314.45","16","43"
"1684","SKU-1684","Item 1684","727.66","70","43"
"1685","SKU-1685","Item 1685","395.72","96","39"
"1686","SKU-1686","Item 1686","360.50","43","39"
"1687","SKU-1687","Item 1687","207.56","9","48"
"1688","SKU-1688","Item 1688","927.65","31","49"
"1689","SKU-1689","Item 1689","739.37","11","29"
"1690","SKU-1690","Item 1690","363.39","78","25"
"1691","SKU-1691","Item 1691","169.13","19","48"
"1692","SKU-1692","Item 1692","263.93","99","43"
"1693","SKU-1693","Item 1693","242.72","67","3"
"1694","SKU-1694","Item 1694","638.94","50","4"
"1695","SKU-1695","Item 1695","542.15","36","33"
"1696","SKU-1696","Item 1696","25.46","100","32"
"1697","SKU-1697","Item 1697","198.99","81","2"
"1698","SKU-1698","Item 1698","698.22","81","42"
"1699","SKU-1699","Item 1699","265.11","14","5"
"1700","SKU-1700","Item 1700","609.85","60","42"
"1701","SKU-1701","Item 1701","64.94","46","12"
"1702","SKU-1702","Item 1702","409.00","82","40"
"1703","SKU-1703","Item 1703","254.29","15","21"
"1704","SKU-1704","Item 1704","21.08","12","31"
"1705","SKU-1705","Item 1705","128.24","88","38"
"1706","SKU-1706","Item 1706","662.55","54","38"
"1707","SKU-1707","Item 1707","603.65","26","18"
"1708","SKU-1708","Item 1708","728.59","34","24"
"1709","SKU-1709","Item 1709","153.52","2","5"
"1710","SKU-1710","Item 1710","85.41","42","17"
"1711","SKU-1711","Item 1711","681.29","28","17"
"1712","SKU-1712","Item 1712","70.35","56","28"
"1713","SKU-1713","Item 1713","820.87","35","18"
"1714","SKU-1714","Item 1714","959.29","30","18"
"1715","SKU-1715","Item 1715","580.41","48","2"
"1716","SKU-1716","Item 1716","630.24","33","5"
"1717","SKU-1717","Item 1717","604.91","96","40"
"1718","SKU-1718","Item 1718","187.31","62","5"
"1719","SKU-1719","Item 1719","279.96","100","37"
"1720","SKU-1720","Item 1720","417.98","45","16"
"1721","SKU-1721","Item 1721","513.32","10","13"
"1722","SKU-1722","Item 1722","586.23","55","4"
"1723","SKU-1723","Item 1723","739.01","47","5"
"1724","SKU-1724","Item 1724","668.40","7","1"
"1725","SKU-1725","Item 1725","417.31","3","12"
"1726","SKU-1726","Item 1726","700.38","61","11"
"1727","SKU-1727","Item 1727","488.28","72","28"
"1728","SKU-1728","Item 1728","879.26","34","16"
"1729","SKU-1729","Item 1729","570.92","24","1"
"1730","SKU-1730","Item 1730","529.24","74","13"
"1731","SKU-1731","Item 1731","152.51","31","49"
"1732","SKU-1732","Item 1732","720.34","59","12"
"1733","SKU-1733","Item 1733","449.79","13","45"
"1734","SKU-1734","Item 1734","300.80","50","43"
"1735","SKU-1735","Item 1735","986.74","90","3"
"1736","SKU-1736","Item 1736","298.56","41","50"
"1737","SKU-1737","Item 1737","142.31","47","49"
"1738","SKU-1738","Item 1738","331.26","84","1"
"1739","SKU-1739","Item 1739","958.66","33","37"
"1740","SKU-1740","Item 1740","29.38","22","47"
"1741","SKU-1741","Item 1741","226.57","15","47"
"1742","SKU-1742","Item 1742","914.50","72","25"
"1743","SKU-1743","Item 1743","428.31","76","40"
"1744","SKU-1744","Item 1744","674.04","65","34"
"1745","SKU-1745","Item 1745","458.43","13","44"
"1746","SKU-1746","Item 1746","173.38","65","37"
"1747","SKU-1747","Item 1747","440.99","23","5"
"1748","SKU-1748","Item 1748","790.35","62","38"
"1749","SKU-1749","Item 1749","67.81","77","14"
"1750","SKU-1750","Item 1750","738.37","27","38"
"1751","SKU-1751","Item 1751","191.16","55","40"
"1752","SKU-1752","Item 1752","295.31","96","6"
"1753","SKU-1753","Item 1753","615.46","45","18"
"1754","SKU-1754","Item 1754","118.30","13","6"
"1755","SKU-1755","Item 1755","652.46","84","34"
"1756","SKU-1756","Item 1756","595.66","82","17"
"1757","SKU-1757","Item 1757","653.01","76","21"
"1758","SKU-1758","Item 1758","362.66","23","47"
"1759","SKU-1759","Item 1759","878.98","83","19"
"1760","SKU-1760","Item 1760","967.80","78","28"
"1761","SKU-1761","Item 1761","783.78","23","14"
"1762","SKU-1762","Item 1762","23.40","36","15"
"1763","SKU-1763","Item 1763","69.70","67","28"
"1764","SKU-1764","Item 1764","64.31","20","19"
"1765","SKU-1765","Item 1765","663.20","90","33"
"1766","SKU-1766","Item 1766","145.73","96","12"
"1767","SKU-1767","Item 1767","348.81","40","22"
"1768","SKU-1768","Item 1768","905.35","99","41"
"1769","SKU-1769","Item 1769","206.59","53","1"
"1770","SKU-1770","Item 1770","397.36","100","5"
"1771","SKU-1771","Item 1771","660.84","48","17"
"1772","SKU-1772","Item 1772","560.90","29","49"
"1773","SKU-1773","Item 1773","656.78","19","21"
"1774","SKU-1774","Item 1774","391.67","46","17"
"1775","SKU-1775","Item 1775","105.10","45","24"
"1776","SKU-1776","Item 1776","604.19","28","44"
"1777","SKU-1777","Item 1777","513.81","8","20"
"1778","SKU-1778","Item 1778","686.90","95","49"
"1779","SKU-1779","Item 1779","814.75","83","42"
"1780","SKU-1780","Item 1780","332.05","29","44"
"1781","SKU-1781","Item 1781","23.30","13","35"
"1782","SKU-1782","Item 1782","924.13","28","49"
"1783","SKU-1783","Item 1783","959.73","2","46"
"1784","SKU-1784","Item 1784","867.02","95","7"
"1785","SKU-1785","Item 1785","122.81","62","49"
"1786","SKU-1786","Item 1786","836.12","2","8"
"1787","SKU-1787","Item 1787","61.60","11","36"
"1788","SKU-1788","Item 1788","530.05","66","35"
"1789","SKU-1789","Item 1789","22.53","5","23"
"1790","SKU-1790","Item 1790","725.45","79","46"
"1791","SKU-1791","Item 1791","179.93","1","49"
"1792","SKU-1792","Item 1792","706.75","73","3"
"1793","SKU-1793","Item 1793","881.38","35","17"
"1794","SKU-1794","Item 1794","249.35","14","49"
"1795","SKU-1795","Item 1795","128.44","43","42"
"1796","SKU-1796","Item 1796","343.52","88","9"
"1797","SKU-1797","Item 1797","568.79","62","42"
"1798","SKU-1798","Item 1798","640.40","18","18"
"1799","SKU-1799","Item 1799","218.05","12","15"
"1800","SKU-1800","Item 1800","898.87","37","17"
"1801","SKU-1801","Item 1801","29.27","77","33"
"1802","SKU-1802","Item 1802","856.33","86","34"
"1803","SKU-1803","Item 1803","411.72","17","14"
"1804","SKU-1804","Item 1804","14.85","52","12"
"1805","SKU-1805","Item 1805","157.52","80","45"
"1806","SKU-1806","Item 1806","972.30","18","38"
"1807","SKU-1807","Item 1807","221.52","16","9"
"1808","SKU-1808","Item 1808","216.66","62","4"
"1809","SKU-1809","Item 1809","775.52","30","2"
"1810","SKU-1810","Item 1810","843.25","28","13"
"1811","SKU-1811","Item 1811","591.71","13","7"
"1812","SKU-1812","Item 1812","308.51","9","33"
"1813","SKU-1813","Item 1813","445.05","65","6"
"1814","SKU-1814","Item 1814","587.36","16","50"
"1815","SKU-1815","Item 1815","336.36","12","50"
"1816","SKU-1816","Item 1816","541.45","67","22"
"1817","SKU-1817","Item 1817","409.50","88","21"
"1818","SKU-1818","Item 1818","482.73","50","27"
"1819","SKU-1819","Item 1819","518.35","70","4"
"1820","SKU-1820","Item 1820","625.05","34","33"
"1821","SKU-1821","Item 1821","893.56","70","22"
"1822","SKU-1822","Item 1822","221.90","4","39"
"1823","SKU-1823","Item 1823","389.68","82","28"
"1824","SKU-1824","Item 1824","395.96","44","42"
"1825","SKU-1825","Item 1825","506.58","89","12"
"1826","SKU-1826","Item 1826","590.16","8","16"
"1827","SKU-1827","Item 1827","587.02","84","12"
"1828","SKU-1828","Item 1828","748.05","28","10"
"1829","SKU-1829","Item 1829","863.27","26","25"
"1830","SKU-1830","Item 1830","549.56","45","31"
"1831","SKU-1831","Item 1831","615.09","96","19"
"1832","SKU-1832","Item 1832","768.32","96","38"
"1833","SKU-1833","Item 1833","788.80","63","43"
"1834","SKU-1834","Item 1834","35.61","37","20"
"1835","SKU-1835","Item 1835","274.61","52","26"
"1836","SKU-1836","Item 1836","780.75","69","12"
"1837","SKU-1837","Item 1837","53.46","87","11"
"1838","SKU-1838","Item 1838","464.95","99","1"
"1839","SKU-1839","Item 1839","599.49","80","14"
"1840","SKU-1840","Item 1840","246.41","77","15"
"1841","SKU-1841","Item 1841","488.52","7","35"
"1842","SKU-1842","Item 1842","457.02","93","10"
"1843","SKU-1843","Item 1843","13.30","98","25"
"1844","SKU-1844","Item 1844","678.29","53","42"
"1845","SKU-1845","Item 1845","323.20","28","23"
"1846","SKU-1846","Item 1846","686.35","63","43"
"1847","SKU-1847","Item 1847","417.41","5","30"
"1848","SKU-1848","Item 1848","299.02","12","8"
"1849","SKU-1849","Item 1849","688.99","34","30"
"1850","SKU-1850","Item 1850","500.26","37","29"
"1851","SKU-1851","Item 1851","714.16","94","4"
"1852","SKU-1852","Item 1852","679.39","48","17"
"1853","SKU-1853","Item 1853","666.24","64","42"
"1854","SKU-1854","Item 1854","74.04","27","43"
"1855","SKU-1855","Item 1855","18.50","27","24"
"1856","SKU-1856","Item 1856","80.35","29","33"
"1857","SKU-1857","Item 1857","208.06","54","35"
"1858","SKU-1858","Item 1858","239.49","64","2"
"1859","SKU-1859","Item 1859","424.44","58","26"
"1860","SKU-1860","Item 1860","830.62","82","45"
"1861","SKU-1861","Item 1861","701.06","91","39"
"1862","SKU-1862","Item 1862","827.08","69","24"
"1863","SKU-1863","Item 1863","245.84","68","31"
"1864","SKU-1864","Item 1864","295.31","86","25"
"1865","SKU-1865","Item 1865","283.67","50","14"
"1866","SKU-1866","Item 1866","298.93","76","29"
"1867","SKU-1867","Item 1867","678.48","74","4"
"1868","SKU-1868","Item 1868","193.19","89","47"
"1869","SKU-1869","Item 1869","310.56","74","23"
"1870","SKU-1870","Item 1870","62.28","38","25"
"1871","SKU-1871","Item 1871","126.34","37","29"
"1872","SKU-1872","Item 1872","220.48","23","46"
"1873","SKU-1873","Item 1873","990.33","7","10"
"1874","SKU-1874","Item 1874","743.67","100","19"
"1875","SKU-1875","Item 1875","633.84","34","15"
"1876","SKU-1876","Item 1876","17.58","96","32"
"1877","SKU-1877","Item 1877","18.34","34","45"
"1878","SKU-1878","Item 1878","296.47","5","10"
"1879","SKU-1879","Item 1879","163.66","98","1"
"1880","SKU-1880","Item 1880","538.72","84","36"
"1881","SKU-1881","Item 1881","979.72","46","39"
"1882","SKU-1882","Item 1882","916.37","44","14"
"1883","SKU-1883","Item 1883","487.17","31","25"
"1884","SKU-1884","Item 1884","676.48","19","30"
"1885","SKU-1885","Item 1885","334.81","28","6"
"1886","SKU-1886","Item 1886","266.90","79","24"
"1887","SKU-1887","Item 1887","455.12","84","29"
"1888","SKU-1888","Item 1888","841.30","84","50"
"1889","SKU-1889","Item 1889","863.51","96","17"
"1890","SKU-1890","Item 1890","696.80","78","49"
